매물번호,보증금,월세,관리비,전용면적,노후도,해당층,전체층,엘리베이터,방향,위도,경도,주소,옵션_냉장고,옵션_침대,옵션_전자레인지,옵션_에어컨,옵션_세탁기,지하철역_거리(m),세탁소_거리(m),카페_거리(m),약국_거리(m),대형마트_거리(m),편의점_거리(m),버스정류장_거리(m)
47905560,200,21,9.0,33.06,6.0,2,4,False,SW,35.8192741435723,128.748901406687,경상북도 경산시 계양동,True,False,False,True,True,1794.0,159.0,73.0,390.0,1945.0,151.0,34.0
47905483,300,41,9.0,49.59,6.0,3,4,True,SW,35.8457696130084,128.759199834914,경상북도 경산시 압량읍 부적리,True,True,False,True,True,1200.0,158.0,6.0,504.0,2565.0,202.0,245.0
47905377,200,26,7.0,20.0,6.0,3,4,False,S,35.840091324207,128.759578183537,경상북도 경산시 압량읍 부적리,True,True,True,True,True,740.0,435.0,42.0,116.0,2309.0,83.0,58.0
47904768,500,31,9.0,49.59,6.0,3,4,False,SW,35.8173771794116,128.755551199092,경상북도 경산시 사동,True,True,True,True,True,2116.0,191.0,99.0,216.0,2506.0,138.0,190.0
47904003,300,31,9.0,49.56,6.0,3,4,False,SE,35.8173771794116,128.755551199092,경상북도 경산시 사동,True,True,False,True,True,2116.0,191.0,99.0,216.0,2506.0,138.0,190.0
47903267,70,21,5.0,29.8,18.0,3,3,False,S,35.8430521238295,128.751043891861,경상북도 경산시 임당동,True,True,True,True,True,771.0,379.0,111.0,648.0,1792.0,95.0,103.0
47903150,200,25,10.0,29.75,6.0,2,3,False,SW,35.8216829867977,128.757699478556,경상북도 경산시 삼풍동,True,True,True,True,True,1680.0,202.0,219.0,303.0,2363.0,122.0,267.0
47903059,100,30,5.0,45.0,6.0,2,3,False,S,35.8410914635926,128.752310471508,경상북도 경산시 임당동,True,True,True,True,True,538.0,242.0,213.0,404.0,1762.0,15.0,140.0
47903026,70,19,5.0,25.0,6.0,1,3,False,SE,35.8414502710287,128.750871773602,경상북도 경산시 임당동,True,True,True,True,True,602.0,353.0,140.0,521.0,1674.0,88.0,153.0
47902911,100,28,5.0,40.0,6.0,2,3,False,S,35.8441644711397,128.751779439735,경상북도 경산시 임당동,True,False,True,True,True,882.0,414.0,243.0,691.0,1922.0,175.0,229.0
47902859,100,23,5.0,39.67,6.0,3,4,False,S,35.8209179957395,128.755500503311,경상북도 경산시 삼풍동,True,True,True,True,True,1724.0,23.0,42.0,93.0,2247.0,80.0,64.0
47902730,70,19,5.0,29.8,6.0,2,4,False,S,35.8441644711397,128.751779439735,경상북도 경산시 임당동,True,True,True,True,True,882.0,414.0,243.0,691.0,1922.0,175.0,229.0
47902679,100,25,5.0,26.45,6.0,3,4,False,E,35.831214370779,128.747506021287,경상북도 경산시 계양동,True,True,True,True,True,663.0,694.0,117.0,814.0,1099.0,138.0,193.0
47902672,100,25,5.0,23.14,6.0,4,4,False,SW,35.838713082922176,128.75153482277014,경상북도 경산시 대동,True,True,True,True,True,296.0,197.0,73.0,265.0,1578.0,77.0,279.0
47902663,100,22,5.0,26.45,6.0,2,4,False,E,35.8313621998425,128.747577318116,경상북도 경산시 계양동,True,True,True,True,True,661.0,697.0,112.0,798.0,1103.0,128.0,195.0
47902653,200,30,6.0,26.45,6.0,3,3,False,W,35.8393880693448,128.752823133119,경상북도 경산시 조영동,True,True,True,True,True,346.0,76.0,68.0,239.0,1715.0,62.0,209.0
47902644,70,18,5.0,23.14,7.0,2,3,False,E,35.8376689792033,128.751372092862,경상북도 경산시 대동,True,True,True,True,True,205.0,266.0,52.0,199.0,1522.0,81.0,231.0
47902638,100,30,6.0,33.06,6.0,3,3,False,SE,35.8383798984346,128.754983091078,경상북도 경산시 조영동,True,True,True,True,True,302.0,115.0,20.0,19.0,1855.0,144.0,179.0
47902185,100,20,0.0,26.45,6.0,2,4,False,W,35.8390930943176,128.764834682173,경상북도 경산시 압량읍 신대리,True,True,False,True,True,1124.0,133.0,109.0,238.0,2729.0,41.0,91.0
47902085,100,30,5.0,39.67,6.0,3,3,False,S,35.8216305867655,128.755797898009,경상북도 경산시 삼풍동,True,True,True,True,True,1650.0,90.0,70.0,142.0,2223.0,53.0,147.0
47900755,150,28,5.0,26.45,7.0,3,3,False,SW,35.839797029903,128.752944572847,경상북도 경산시 조영동,True,True,True,True,True,391.0,91.0,67.0,259.0,1744.0,82.0,164.0
47900751,100,21,5.0,25.5,7.0,3,3,False,SW,35.8399842780487,128.752821423436,경상북도 경산시 조영동,True,True,True,True,True,412.0,114.0,89.0,281.0,1744.0,85.0,152.0
47900713,200,25,7.0,25.5,6.0,2,4,False,SW,35.8391162251672,128.751771111457,경상북도 경산시 대동,True,True,False,True,True,331.0,169.0,116.0,282.0,1616.0,50.0,287.0
47900670,100,27,6.0,29.75,14.0,2,3,False,SE,35.8396355519947,128.750626812708,경상북도 경산시 대동,True,True,True,True,True,424.0,276.0,201.0,394.0,1550.0,138.0,332.0
47900623,200,36,9.0,33.05,26.0,3,3,False,E,35.8393226755748,128.753160894204,경상북도 경산시 조영동,True,True,True,True,True,340.0,45.0,39.0,210.0,1740.0,39.0,204.0
47900593,200,36,9.0,33.05,26.0,2,3,False,S,35.8393226755748,128.753160894204,경상북도 경산시 조영동,True,True,True,True,True,340.0,45.0,39.0,210.0,1740.0,39.0,204.0
47900558,100,22,5.0,25.5,7.0,1,3,False,SW,35.8392456786841,128.752638724298,경상북도 경산시 조영동,True,True,True,True,True,331.0,90.0,68.0,245.0,1693.0,51.0,230.0
47900538,100,15,5.0,26.45,7.0,2,3,False,SW,35.831872838068,128.748223587929,경상북도 경산시 계양동,True,True,True,True,True,644.0,750.0,65.0,717.0,1153.0,77.0,191.0
47900524,500,46,9.0,50.5,6.0,4,4,False,SE,35.8400068316197,128.756577056597,경상북도 경산시 조영동,True,True,True,True,True,533.0,196.0,40.0,64.0,2053.0,87.0,141.0
47900416,100,25,5.0,30.0,6.0,3,4,False,S,35.8224607526897,128.756312540823,경상북도 경산시 삼풍동,True,True,True,True,True,1568.0,190.0,87.0,237.0,2211.0,75.0,250.0
47900289,100,18,5.0,30.0,6.0,1,3,False,S,35.8217859014161,128.757655941286,경상북도 경산시 삼풍동,True,True,True,True,True,1668.0,204.0,212.0,302.0,2353.0,117.0,270.0
47900046,200,25,5.0,21.0,6.0,2,4,False,E,35.8406539372605,128.756508656574,경상북도 경산시 조영동,True,True,True,True,True,588.0,164.0,58.0,115.0,2076.0,65.0,149.0
47898888,200,27,8.0,25.0,6.0,1,3,False,E,35.840366392,128.754282048211,경상북도 경산시 조영동,True,True,True,True,True,473.0,115.0,33.0,249.0,1880.0,144.0,87.0
47898676,200,27,8.0,20.0,6.0,2,4,False,E,35.8396585497473,128.756435134109,경상북도 경산시 조영동,True,True,True,True,True,495.0,173.0,54.0,74.0,2027.0,54.0,166.0
47898397,200,33,5.0,27.0,6.0,4,4,False,SE,35.8407644449356,128.756654522964,경상북도 경산시 조영동,True,True,True,True,True,605.0,167.0,62.0,119.0,2093.0,75.0,140.0
47898221,400,40,10.0,27.0,6.0,2,3,False,SW,35.8402548986317,128.754444159126,경상북도 경산시 조영동,True,True,True,True,True,465.0,100.0,18.0,233.0,1888.0,125.0,105.0
47895604,200,30,5.0,23.14,6.0,2,4,False,S,35.8396585497466,128.756435134109,경상북도 경산시 조영동,True,True,True,True,True,495.0,173.0,54.0,74.0,2027.0,54.0,166.0
47895542,200,30,5.0,29.75,6.0,3,4,False,SE,35.8396585497466,128.756435134109,경상북도 경산시 조영동,True,True,True,True,True,495.0,173.0,54.0,74.0,2027.0,54.0,166.0
47894126,150,25,5.0,29.75,16.0,2,3,False,S,35.838846448385,128.751281447661,경상북도 경산시 대동,True,True,True,True,True,319.0,216.0,95.0,290.0,1564.0,103.0,306.0
47893885,200,30,5.0,29.75,23.0,3,3,False,S,35.842205425566,128.751155317314,경상북도 경산시 임당동,True,True,True,True,True,677.0,365.0,108.0,566.0,1743.0,0.0,117.0
47893672,200,22,8.0,26.44,11.0,2,4,False,SE,35.8405656533684,128.756210997979,경상북도 경산시 조영동,True,True,True,True,True,565.0,152.0,41.0,126.0,2047.0,47.0,173.0
47892809,70,17,5.0,26.44,6.0,4,4,False,S,35.82959027129198,128.76286012124353,경상북도 경산시 갑제동,True,True,True,True,True,1169.0,1168.0,220.0,1169.0,2494.0,870.0,95.0
47892746,100,22,5.0,30.0,6.0,3,3,False,S,35.8210894960107,128.755425391668,경상북도 경산시 삼풍동,True,True,True,True,True,1705.0,41.0,55.0,88.0,2230.0,66.0,79.0
47892161,200,30,5.0,40.0,6.0,2,4,False,S,35.8226990668376,128.757023711806,경상북도 경산시 삼풍동,True,True,True,True,True,1556.0,239.0,156.0,302.0,2252.0,119.0,304.0
47892032,100,18,5.0,29.75,6.0,1,3,False,W,35.8217877144119,128.757655206755,경상북도 경산시 삼풍동,True,True,True,True,True,1668.0,204.0,212.0,302.0,2353.0,117.0,270.0
47891859,150,25,5.0,24.0,6.0,3,4,False,SW,35.8408836406352,128.756742368458,경상북도 경산시 조영동,True,True,True,True,True,621.0,166.0,73.0,128.0,2106.0,75.0,139.0
47891448,200,25,10.0,36.0,6.0,3,4,False,N,35.8388555696721,128.765496304927,경상북도 경산시 압량읍 신대리,True,True,False,True,True,1175.0,164.0,76.0,285.0,2781.0,32.0,99.0
47891181,100,16,5.0,24.0,6.0,3,4,False,SE,35.8407451933486,128.765130367788,경상북도 경산시 압량읍 신대리,True,True,False,True,True,1213.0,52.0,106.0,103.0,2806.0,59.0,90.0
47890894,200,31,5.0,27.0,6.0,2,3,False,NW,35.8388113370622,128.754342753277,경상북도 경산시 조영동,True,True,True,True,True,312.0,64.0,54.0,92.0,1817.0,85.0,207.0
47890892,200,22,10.0,27.0,6.0,2,3,False,SW,35.8429280801075,128.755610114606,경상북도 경산시 조영동,True,True,True,True,True,780.0,151.0,76.0,377.0,2122.0,140.0,248.0
47890655,200,30,6.0,30.0,6.0,3,4,True,S,35.8201267977376,128.756235002186,경상북도 경산시 삼풍동,True,True,True,True,True,1821.0,90.0,71.0,183.0,2353.0,183.0,71.0
47890080,100,32,5.0,27.0,6.0,4,4,True,W,35.8376934184071,128.75887161836,경상북도 경산시 조영동,True,True,True,True,True,565.0,431.0,53.0,200.0,2170.0,125.0,262.0
47889875,200,34,5.0,27.0,6.0,4,4,False,W,35.8407644449349,128.756654522964,경상북도 경산시 조영동,True,True,True,True,True,605.0,167.0,62.0,119.0,2093.0,75.0,140.0
47887399,100,20,0.0,23.14,6.0,4,4,False,E,35.8389574108093,128.765679283227,경상북도 경산시 압량읍 신대리,True,True,True,True,True,1194.0,158.0,81.0,282.0,2799.0,35.0,84.0
47887387,100,20,5.0,29.0,6.0,1,4,False,E,35.84308389377051,128.7639511735884,경상북도 경산시 압량읍 신대리,True,True,True,True,True,1254.0,327.0,76.0,140.0,2799.0,116.0,143.0
47887378,150,27,5.0,36.36,6.0,3,4,False,E,35.84125625378107,128.76469867628782,경상북도 경산시 압량읍 신대리,True,True,False,True,True,1202.0,113.0,53.0,52.0,2787.0,70.0,83.0
47887354,3000,0,0.0,39.67,6.0,3,4,False,NW,35.8383906317526,128.764628660042,경상북도 경산시 압량읍 신대리,True,True,False,True,True,1087.0,213.0,117.0,311.0,2693.0,105.0,27.0
47887329,150,23,5.0,23.14,6.0,3,4,False,S,35.8386476187496,128.765745788908,경상북도 경산시 압량읍 신대리,True,True,False,True,True,1191.0,192.0,46.0,315.0,2797.0,0.0,81.0
47887319,300,28,10.0,39.67,6.0,3,4,False,W,35.8425863621595,128.758937612332,경상북도 경산시 압량읍 부적리,True,True,True,True,True,890.0,359.0,174.0,271.0,2366.0,97.0,106.0
47887264,1500,15,5.0,30.0,6.0,3,4,False,S,35.8391236696599,128.76589987863,경상북도 경산시 압량읍 신대리,True,True,True,True,True,1218.0,150.0,75.0,278.0,2823.0,55.0,69.0
47887260,100,15,5.0,16.52,6.0,2,5,False,SE,35.84115378863239,128.76308503311344,경상북도 경산시 압량읍 신대리,False,True,False,True,True,1070.0,202.0,89.0,92.0,2646.0,43.0,92.0
47887249,200,25,10.0,36.36,6.0,3,5,False,W,35.8427665794487,128.764014533974,경상북도 경산시 압량읍 신대리,True,False,False,True,True,1238.0,292.0,44.0,105.0,2790.0,108.0,135.0
47886973,200,41,9.0,38.5,6.0,2,4,False,SW,35.8392882215571,128.756432833482,경상북도 경산시 조영동,True,True,True,True,True,465.0,170.0,14.0,92.0,2012.0,14.0,188.0
47886717,200,30,8.0,30.0,6.0,1,3,False,S,35.8233721263762,128.754297057324,경상북도 경산시 삼풍동,True,True,True,True,True,1441.0,154.0,146.0,271.0,2003.0,151.0,238.0
47886414,200,32,5.0,26.45,7.0,2,3,False,NW,35.8398698692771,128.752121022971,경상북도 경산시 조영동,True,True,True,True,True,405.0,156.0,139.0,322.0,1681.0,46.0,206.0
47886412,200,33,5.0,26.45,6.0,3,4,False,SE,35.8404779001747,128.756894002318,경상북도 경산시 조영동,True,True,True,True,True,592.0,203.0,26.0,81.0,2100.0,69.0,110.0
47886411,200,35,5.0,40.0,6.0,2,3,False,NE,35.8435113091969,128.752584508444,경상북도 경산시 임당동,True,True,True,True,True,805.0,311.0,257.0,588.0,1933.0,181.0,251.0
47886410,200,30,5.0,27.0,6.0,3,4,False,S,35.8398100288197,128.762434433632,경상북도 경산시 압량읍 부적리,True,True,True,True,True,949.0,241.0,39.0,198.0,2543.0,202.0,68.0
47885945,100,22,8.0,33.05,6.0,2,3,False,SE,35.8385750023738,128.754032105073,경상북도 경산시 조영동,True,True,True,True,True,277.0,78.0,56.0,100.0,1781.0,75.0,176.0
47885905,200,30,8.0,36.36,6.0,2,2,False,SE,35.8390630602211,128.75159796334,경상북도 경산시 대동,True,True,True,True,True,330.0,185.0,110.0,288.0,1600.0,65.0,302.0
47885624,100,20,5.0,30.0,6.0,2,3,False,S,35.8219436219796,128.755694149075,경상북도 경산시 삼풍동,True,True,True,True,True,1614.0,125.0,42.0,157.0,2195.0,56.0,177.0
47885580,50,15,5.0,29.75,6.0,2,4,False,SW,35.8250387132259,128.728771113711,경상북도 경산시 옥산동,True,True,True,True,True,1003.0,283.0,117.0,349.0,1073.0,33.0,248.0
47885388,200,29,5.0,24.0,6.0,2,4,False,SW,35.8407973513946,128.755593140382,경상북도 경산시 조영동,True,True,True,True,True,560.0,101.0,31.0,185.0,2008.0,23.0,152.0
47885361,80,20,5.0,26.45,6.0,3,3,False,W,35.8384899302111,128.754131271393,경상북도 경산시 조영동,True,True,True,True,True,272.0,91.0,63.0,88.0,1786.0,88.0,168.0
47885247,150,27,8.0,29.75,21.0,2,3,False,E,35.8417424315828,128.753422440646,경상북도 경산시 조영동,True,True,True,True,True,610.0,155.0,204.0,406.0,1885.0,37.0,83.0
47884962,200,33,5.0,27.0,6.0,2,4,False,W,35.8408652469186,128.756533569361,경상북도 경산시 조영동,True,True,True,True,True,608.0,151.0,77.0,134.0,2088.0,63.0,155.0
47884413,100,18,5.0,30.0,6.0,1,3,False,S,35.8217877144126,128.757655206755,경상북도 경산시 삼풍동,True,True,True,True,True,1668.0,204.0,212.0,302.0,2353.0,117.0,270.0
47881278,200,25,8.0,20.0,6.0,3,3,False,N,35.8389809379283,128.754144629484,경상북도 경산시 조영동,True,True,True,True,True,322.0,52.0,30.0,118.0,1807.0,63.0,222.0
47876652,500,45,10.0,50.0,6.0,4,4,False,S,35.8395670517369,128.756542236264,경상북도 경산시 조영동,True,True,True,True,True,494.0,181.0,46.0,68.0,2032.0,46.0,162.0
47876454,100,23,5.0,30.0,6.0,2,4,False,S,35.8220032884981,128.756741498756,경상북도 경산시 삼풍동,True,True,True,True,True,1625.0,160.0,126.0,236.0,2271.0,43.0,226.0
47875933,200,33,5.0,26.45,6.0,2,4,False,NE,35.8400172864544,128.755979006324,경상북도 경산시 조영동,True,True,True,True,True,502.0,148.0,61.0,116.0,2004.0,42.0,194.0
47875708,100,27,8.0,35.05,6.0,3,3,False,SE,35.8381763534472,128.750849942273,경상북도 경산시 대동,True,True,True,True,True,278.0,276.0,82.0,269.0,1498.0,43.0,296.0
47875684,200,20,10.0,29.75,6.0,3,4,False,E,35.8306016266432,128.704572286439,대구시 수성구 신매동,True,True,True,True,True,1140.0,230.0,104.0,425.0,1011.0,82.0,60.0
47875515,200,27,8.0,36.36,6.0,2,3,False,SE,35.8394776528494,128.753581859678,경상북도 경산시 조영동,True,True,True,True,True,362.0,31.0,0.0,193.0,1782.0,48.0,179.0
47875314,100,22,8.0,33.05,6.0,3,3,False,SE,35.8409511039164,128.753030730161,경상북도 경산시 임당동,True,True,True,True,True,520.0,202.0,157.0,354.0,1810.0,72.0,76.0
47875073,100,27,8.0,33.05,7.0,3,3,False,SE,35.8378143531176,128.751506539883,경상북도 경산시 대동,True,True,True,True,True,210.0,247.0,37.0,197.0,1538.0,62.0,226.0
47873214,200,25,8.0,20.0,7.0,1,3,False,W,35.8388961375337,128.754243691486,경상북도 경산시 조영동,True,True,True,True,True,317.0,58.0,42.0,105.0,1812.0,73.0,215.0
47873009,100,33,5.0,20.0,6.0,2,3,False,W,35.83850842774,128.754524549134,경상북도 경산시 조영동,True,True,True,True,True,290.0,94.0,61.0,57.0,1821.0,114.0,180.0
47872738,100,30,5.0,20.0,6.0,2,3,False,E,35.83850842774,128.754524549134,경상북도 경산시 조영동,True,True,True,True,True,290.0,94.0,61.0,57.0,1821.0,114.0,180.0
47871899,200,26,7.0,37.5,6.0,3,4,False,SW,35.8395343623326,128.765908651596,경상북도 경산시 압량읍 신대리,True,True,True,True,True,1231.0,114.0,33.0,243.0,2835.0,81.0,97.0
47871898,150,27,5.0,25.5,6.0,2,4,False,SW,35.8395372918298,128.756383544499,경상북도 경산시 조영동,True,True,False,True,True,482.0,166.0,40.0,82.0,2017.0,40.0,176.0
47871897,100,20,5.0,25.5,6.0,1,4,False,SW,35.8378043541194,128.756604515646,경상북도 경산시 조영동,True,True,False,True,True,378.0,253.0,65.0,148.0,1975.0,155.0,239.0
47871896,100,17,5.0,26.45,6.0,2,4,False,SE,35.8220226163625,128.757742927794,경상북도 경산시 삼풍동,True,True,True,True,True,1645.0,226.0,215.0,319.0,2346.0,128.0,292.0
47871894,50,15,5.0,26.45,6.0,2,3,False,SE,35.8160246206736,128.762855721019,경상북도 경산시 사동,True,True,True,True,True,2426.0,290.0,105.0,613.0,3104.0,235.0,89.0
47871893,100,18,5.0,25.5,6.0,3,4,True,SW,35.8420078283411,128.763173994054,경상북도 경산시 압량읍 신대리,True,True,False,True,True,1127.0,256.0,65.0,55.0,2688.0,57.0,75.0
47871892,100,18,5.0,28.5,6.0,2,4,False,SW,35.8396388223515,128.765619133128,경상북도 경산시 압량읍 신대리,True,True,False,True,True,1210.0,88.0,17.0,217.0,2813.0,59.0,123.0
47871891,100,15,5.0,26.45,6.0,4,4,False,SW,35.839021962087,128.765082331021,경상북도 경산시 압량읍 신대리,True,False,False,True,True,1144.0,140.0,101.0,253.0,2749.0,46.0,98.0
47871890,50,15,5.0,26.45,6.0,3,3,False,SE,35.8162108958394,128.762971582977,경상북도 경산시 사동,True,True,True,True,True,2410.0,305.0,112.0,637.0,3100.0,242.0,74.0
47871888,50,15,5.0,25.5,6.0,3,3,False,SW,35.8438786543174,128.751839890041,경상북도 경산시 임당동,True,True,True,True,True,850.0,389.0,224.0,665.0,1906.0,174.0,212.0
47871887,100,20,5.0,26.45,6.0,2,3,False,SE,35.842516156933,128.754451803174,경상북도 경산시 조영동,True,True,True,True,True,709.0,117.0,167.0,393.0,2009.0,117.0,159.0
47871886,100,25,5.0,37.5,6.0,2,4,False,SW,35.8401811289406,128.764078677689,경상북도 경산시 압량읍 신대리,True,True,False,True,True,1101.0,88.0,109.0,108.0,2697.0,52.0,55.0
47871884,200,30,7.0,25.5,6.0,2,4,False,SW,35.8397517838038,128.762295361595,경상북도 경산시 압량읍 부적리,True,True,True,True,True,934.0,255.0,47.0,201.0,2529.0,214.0,79.0
47871882,200,28,7.0,25.5,6.0,2,4,False,SW,35.8401738381707,128.756716863726,경상북도 경산시 조영동,True,True,False,True,True,556.0,215.0,19.0,63.0,2072.0,102.0,125.0
47871880,100,22,5.0,26.45,6.0,1,3,False,SW,35.8398574463641,128.75104470873,경상북도 경산시 대동,True,True,True,True,True,430.0,245.0,208.0,387.0,1595.0,108.0,287.0
47871879,200,27,5.0,25.5,6.0,2,3,False,SE,35.8429280801082,128.755610114606,경상북도 경산시 조영동,True,True,True,True,True,780.0,151.0,76.0,377.0,2122.0,140.0,248.0
47871877,70,20,5.0,25.5,6.0,2,4,False,SW,35.8403675197964,128.755161127221,경상북도 경산시 조영동,True,True,False,True,True,500.0,125.0,26.0,197.0,1952.0,82.0,138.0
47871876,100,15,5.0,25.5,6.0,2,4,False,SE,35.8399846055701,128.76423745217,경상북도 경산시 압량읍 신대리,True,True,True,True,True,1106.0,80.0,132.0,130.0,2704.0,60.0,77.0
47871873,150,28,7.0,25.5,6.0,3,3,False,SW,35.8393894880839,128.752824713704,경상북도 경산시 조영동,True,True,True,True,True,346.0,76.0,67.0,239.0,1715.0,63.0,209.0
47871872,100,27,7.0,27.5,6.0,2,3,False,SW,35.8396288417772,128.752137965634,경상북도 경산시 조영동,True,True,True,True,True,378.0,143.0,128.0,306.0,1671.0,19.0,223.0
47871871,200,29,6.0,26.45,6.0,3,3,False,SW,35.8394776528487,128.753581859678,경상북도 경산시 조영동,True,True,True,True,True,362.0,31.0,0.0,193.0,1782.0,48.0,179.0
47871870,200,28,7.0,25.5,6.0,2,4,False,SW,35.838730296104,128.755171531912,경상북도 경산시 조영동,True,True,True,True,True,343.0,89.0,34.0,58.0,1884.0,117.0,222.0
47871869,100,25,7.0,25.5,6.0,1,3,False,SW,35.8387293223314,128.751811628699,경상북도 경산시 대동,True,True,True,True,True,289.0,173.0,73.0,248.0,1602.0,67.0,263.0
47871868,100,29,6.0,26.45,6.0,2,3,False,SW,35.8385084277393,128.754524549135,경상북도 경산시 조영동,True,True,True,True,True,290.0,94.0,61.0,57.0,1821.0,114.0,180.0
47871867,100,30,7.0,29.75,6.0,2,4,False,SW,35.8398171458534,128.756219505729,경상북도 경산시 조영동,True,True,True,True,True,497.0,159.0,71.0,92.0,2015.0,50.0,178.0
47871866,100,30,5.0,29.75,6.0,2,3,False,SW,35.8381763534465,128.750849942273,경상북도 경산시 대동,True,True,True,True,True,278.0,276.0,82.0,269.0,1498.0,43.0,296.0
47871865,100,26,7.0,26.45,6.0,2,3,False,SW,35.8379810484756,128.753082894221,경상북도 경산시 대동,True,True,False,True,True,191.0,145.0,37.0,110.0,1678.0,68.0,127.0
47871864,200,27,5.0,25.5,6.0,3,3,False,W,35.8401294702457,128.752455534076,경상북도 경산시 조영동,True,True,True,True,True,430.0,148.0,125.0,316.0,1721.0,80.0,164.0
47871862,100,20,5.0,26.45,6.0,1,3,False,SW,35.8379810484756,128.753082894221,경상북도 경산시 대동,True,True,True,True,True,191.0,145.0,37.0,110.0,1678.0,68.0,127.0
47871861,200,28,7.0,29.75,6.0,2,3,False,SW,35.840881748899,128.753960832477,경상북도 경산시 조영동,True,True,True,True,True,522.0,135.0,97.0,312.0,1880.0,135.0,23.0
47871860,150,27,5.0,25.5,6.0,2,4,False,SW,35.838369958887,128.757900399051,경상북도 경산시 조영동,True,True,False,True,True,511.0,321.0,123.0,106.0,2105.0,163.0,209.0
47871857,100,28,7.0,25.5,7.0,2,3,False,SW,35.8378143531176,128.751506539883,경상북도 경산시 대동,True,True,True,True,True,210.0,247.0,37.0,197.0,1538.0,62.0,226.0
47871855,150,28,7.0,26.45,6.0,2,4,False,SW,35.8387027855734,128.759251916516,경상북도 경산시 조영동,True,True,True,True,True,636.0,430.0,70.0,137.0,2232.0,49.0,152.0
47871854,150,30,5.0,25.5,6.0,3,3,False,SW,35.8402099732176,128.754071096743,경상북도 경산시 조영동,True,True,True,True,True,451.0,104.0,33.0,239.0,1856.0,139.0,97.0
47871853,200,30,7.0,25.5,6.0,3,4,False,SW,35.8395527876085,128.756802879509,경상북도 경산시 조영동,True,True,False,True,True,509.0,204.0,58.0,48.0,2053.0,58.0,143.0
47871852,100,30,5.0,26.45,7.0,2,3,False,SE,35.8393289124989,128.752541949718,경상북도 경산시 조영동,True,True,True,True,True,341.0,100.0,80.0,258.0,1689.0,39.0,227.0
47871851,200,36,9.0,29.75,6.0,1,3,False,SE,35.8395802688629,128.752860895366,경상북도 경산시 조영동,True,True,True,True,True,367.0,82.0,66.0,249.0,1727.0,67.0,188.0
47871850,100,20,5.0,25.5,6.0,2,4,False,SE,35.8178090422731,128.750668475567,경상북도 경산시 계양동,True,True,False,True,True,2008.0,226.0,193.0,187.0,2172.0,78.0,112.0
47871849,200,30,8.0,25.5,6.0,2,4,False,SW,35.8392954893512,128.758806395796,경상북도 경산시 압량읍 부적리,True,True,False,True,True,633.0,383.0,141.0,78.0,2214.0,34.0,84.0
47871848,200,25,5.0,26.45,6.0,3,4,False,SE,35.840345544790175,128.755758483703,경상북도 경산시 조영동,True,True,True,True,True,523.0,153.0,23.0,146.0,2000.0,58.0,184.0
47871847,200,25,8.0,29.75,6.0,2,4,False,SW,35.8402433794735,128.756656975568,경상북도 경산시 조영동,True,True,True,True,True,558.0,206.0,23.0,72.0,2070.0,101.0,130.0
47871843,200,30,8.0,25.5,6.0,3,4,False,SW,35.8382375042062,128.75924175123,경상북도 경산시 조영동,True,True,False,True,True,615.0,441.0,18.0,168.0,2217.0,59.0,203.0
47871842,200,25,8.0,25.5,6.0,2,4,False,SW,35.8417682362312,128.76264476839,경상북도 경산시 압량읍 신대리,True,True,True,True,True,1073.0,272.0,107.0,44.0,2634.0,28.0,77.0
47871841,200,30,7.0,25.5,6.0,2,3,False,W,35.8396628321723,128.752390043449,경상북도 경산시 조영동,True,True,True,True,True,379.0,124.0,109.0,289.0,1693.0,32.0,205.0
47871840,100,27,5.0,33.06,6.0,2,2,False,SW,35.8389804903932,128.751216554929,경상북도 경산시 대동,True,True,True,True,True,335.0,220.0,111.0,306.0,1565.0,98.0,321.0
47871535,100,25,5.0,33.05,24.0,2,3,False,SE,35.8420465808883,128.751240252321,경상북도 경산시 임당동,True,True,True,True,True,658.0,355.0,121.0,547.0,1739.0,19.0,132.0
47871426,100,29,5.0,29.75,,3,3,False,W,35.8378143531176,128.751506539883,경상북도 경산시 대동,True,True,True,True,True,210.0,247.0,37.0,197.0,1538.0,62.0,226.0
47871301,100,23,5.0,29.75,24.0,3,3,False,E,35.8411683218776,128.752002061001,경상북도 경산시 임당동,True,True,True,True,True,549.0,264.0,232.0,428.0,1743.0,31.0,168.0
47871263,200,30,7.0,29.75,26.0,1,3,False,S,35.8396628321716,128.752390043449,경상북도 경산시 조영동,True,True,True,True,True,379.0,124.0,109.0,289.0,1693.0,32.0,205.0
47870661,50,15,5.0,25.5,6.0,3,3,False,SW,35.8432557357854,128.756503506343,경상북도 경산시 압량읍 부적리,True,True,True,True,True,843.0,219.0,81.0,376.0,2210.0,93.0,315.0
47870625,200,23,7.0,20.0,6.0,2,4,False,S,35.8413554331719,128.757742842764,경상북도 경산시 압량읍 부적리,True,True,True,True,True,716.0,237.0,91.0,137.0,2209.0,24.0,106.0
47870408,500,40,10.0,40.0,6.0,2,4,False,S,35.8471093907278,128.761107111628,경상북도 경산시 압량읍 부적리,True,True,False,True,True,1416.0,92.0,233.0,566.0,2791.0,429.0,143.0
47869252,70,15,5.0,26.45,7.0,3,3,False,SW,35.8380630256867,128.752602853676,경상북도 경산시 대동,True,True,True,True,True,200.0,158.0,72.0,145.0,1641.0,51.0,160.0
